A,K,Linf
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
3.18631448762163,0.249,17.775
NaN,NaN,NaN
NaN,NaN,NaN
1.7006608271598,0.155,14.479
2.93854914585198,0.292,12.903
3.85966780280984,0.421,11.395
NaN,NaN,NaN
1.09449159880461,0.119,11.444
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
4.73458538707572,0.655,8.3
2.89539303918835,0.8,3.3
5.16911693302098,1.48,3.147
2.05245899266205,0.62,2.93
1.40718889893009,0.3,4.663
3.09708034823162,0.8,3.61
3.18966373430755,0.45,8.086
0.824404086599159,0.14,6.315
2.52132727975141,0.332,8.865
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1.63814126512224,0.302,5.66
3.39876750464412,0.536,6.97
2.73571002185564,0.41,7.46
2.32932028461461,0.393,6.37
1.1966391092176,0.1298,11.48
NaN,NaN,NaN
0.201864362426206,0.271,0.401
NaN,NaN,NaN
0.690729184918906,0.1421,4.89
NaN,NaN,NaN
NaN,NaN,NaN
0.931450001057546,0.2452,3.52
1.3673391185025,0.2979,4.53
NaN,NaN,NaN
1.07288941005718,0.1439,8.65
NaN,NaN,NaN
NaN,NaN,NaN
1.03468699042914,0.0942,14.5
0.977432011494173,0.1414,7.82
1.19258257041256,0.1165,13.2
NaN,NaN,NaN
2.01246086536322,0.4218,4.77
1.91754841214971,0.3868,5.02
NaN,NaN,NaN
NaN,NaN,NaN
1.64178554411768,0.277,6.37
NaN,NaN,NaN
1.1098590841698,0.1558,8.14
1.08504527309847,0.203,5.55
1.22867199745702,0.2073,6.37
NaN,NaN,NaN
NaN,NaN,NaN
1.49308720863528,0.3605,3.95
0.688118830473654,0.1014,7.63
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
1.38997545733686,0.1302,13.96
1.81393870917466,0.36,5.13
1.6495583499439,0.494,2.964
0.114757402190196,0.045,2.0691
1.39078968310407,0.36,3.6
0.889069114230241,0.1,10.938
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
6.96550169987561,1,7.9
NaN,NaN,NaN
2.04527958578177,0.23,10.941
NaN,NaN,NaN
2.49833596598379,0.305,9.806
1.04291962036947,0.16,7.231
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
3.99883610658745,0.89,4.403
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
2.41848956185745,0.19,17.65
1.87788265093369,0.16,15.84
2.56326573077532,0.21,16.69
2.55289201446707,0.21,16.6
2.55146344939186,0.22,15.59
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.916430288269968,0.2026,4.4426
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
0.323003267365892,0.18,1.295
NaN,NaN,NaN
NaN,NaN,NaN
NaN,0.47,NaN
0.879103251566193,0.305,2.436
2.44782723097638,0.2246,14.35
NaN,NaN,NaN
2.52533274242719,0.38,7.42
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,0.39,NaN
NaN,0.46,NaN
NaN,0.11,NaN
NaN,0.09,NaN
NaN,0.14,NaN
NaN,0.12,NaN
NaN,0.19,NaN
NaN,0.25,NaN
NaN,0.3,NaN
NaN,0.3,NaN
NaN,0.39,NaN
NaN,0.37,NaN
NaN,0.48,NaN
NaN,0.53,NaN
NaN,0.67,NaN
NaN,0.53,NaN
NaN,0.37,NaN
NaN,0.71,NaN
NaN,0.6,NaN
0.291269601540542,0.195,1.014
NaN,NaN,NaN
2.58817676123618,0.47,5.775
NaN,NaN,NaN
NaN,NaN,NaN
3.41880726729657,0.76,4.41
2.48467962286507,0.37,7.524
0.618929879922941,0.34,1.32
NaN,NaN,NaN
2.20514867571888,0.966,1.785
1.75791825191128,0.631,2.328
1.90930036979024,0.609,2.725
0.980879203052749,0.15,7.262
0.534076863956263,0.07,8.92
2.0644154882207,0.54,3.55
1.86808460272623,0.47,3.739
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
6.03452555789252,1.79,3.002
